phrase,target,file_path
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations",neutral,files/input/train\neutral\0464.txt
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona )",neutral,files/input/train\neutral\0465.txt
It was decided that the auditors are reimbursed according to invoice,neutral,files/input/train\neutral\0466.txt
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent",neutral,files/input/train\neutral\0467.txt
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation",neutral,files/input/train\neutral\0468.txt
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group",neutral,files/input/train\neutral\0469.txt
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com",neutral,files/input/train\neutral\0470.txt
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system",neutral,files/input/train\neutral\0471.txt
"The store is located in Poznan in a shopping center named Pestka , the company added",neutral,files/input/train\neutral\0472.txt
The output of the contracts totals 72 MWe,neutral,files/input/train\neutral\0473.txt
It has80 branches in Finland with annual revenue in Finland of,neutral,files/input/train\neutral\0474.txt
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam",neutral,files/input/train\neutral\0475.txt
No other ev3 devices were involved in this action,neutral,files/input/train\neutral\0476.txt
Rubin says he expects Capman to announce 1-2 additional transactions in 2009,neutral,files/input/train\neutral\0477.txt
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell",neutral,files/input/train\neutral\0478.txt
The acquisition price was not disclosed,neutral,files/input/train\neutral\0479.txt
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005,neutral,files/input/train\neutral\0480.txt
"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks",neutral,files/input/train\neutral\0481.txt
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis",neutral,files/input/train\neutral\0482.txt
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services,neutral,files/input/train\neutral\0483.txt
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros",neutral,files/input/train\neutral\0484.txt
Bluewin Security is available as a monthly subscription,neutral,files/input/train\neutral\0485.txt
"To see more of New Haven Register , or to subscribe to the newspaper",neutral,files/input/train\neutral\0486.txt
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena",neutral,files/input/train\neutral\0487.txt
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division,neutral,files/input/train\neutral\0488.txt
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger",neutral,files/input/train\neutral\0489.txt
- Counter your competitor 's strengths and target their weaknesses,neutral,files/input/train\neutral\0490.txt
"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper",neutral,files/input/train\neutral\0491.txt
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005",neutral,files/input/train\neutral\0492.txt
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds,neutral,files/input/train\neutral\0493.txt
Delivery is expected to take place later this month,neutral,files/input/train\neutral\0494.txt
The ECB can mainly target inflation,neutral,files/input/train\neutral\0495.txt
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added",neutral,files/input/train\neutral\0496.txt
From Merisatama to the far corners of the world Asfaltti Osakeyhti+ï¿½ Lemmink+ï¿½inen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor,neutral,files/input/train\neutral\0497.txt
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices",neutral,files/input/train\neutral\0498.txt
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010,neutral,files/input/train\neutral\0499.txt
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007",neutral,files/input/train\neutral\0500.txt
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",neutral,files/input/train\neutral\0501.txt
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd.,neutral,files/input/train\neutral\0502.txt
"- The Group -ï¿½ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million",neutral,files/input/train\neutral\0503.txt
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations,neutral,files/input/train\neutral\0504.txt
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds,neutral,files/input/train\neutral\0505.txt
The total investment in 2006 and 2007 is expected to amount to about EUR75m,neutral,files/input/train\neutral\0506.txt
The issuer is solely responsible for the content of this announcement,neutral,files/input/train\neutral\0507.txt
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006,neutral,files/input/train\neutral\0508.txt
The total value of the contract is some EUR 8 million,neutral,files/input/train\neutral\0509.txt
The passenger tunnel is expected to be put into operation in 2009,neutral,files/input/train\neutral\0510.txt
"The Division also includes joint sales , marketing and controlling functions for these units",neutral,files/input/train\neutral\0511.txt
To see a slide show of all the newest product releases from Fiskars,neutral,files/input/train\neutral\0512.txt
The studies are expected to start in 2008,neutral,files/input/train\neutral\0513.txt
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port",neutral,files/input/train\neutral\0514.txt
The agreement must be approved by the Russian competition authorities before it enters into force,neutral,files/input/train\neutral\0515.txt
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company,neutral,files/input/train\neutral\0516.txt
